Turkish,Word
maalesef,UNFORTUNATELY
asılsız,UNFOUNDED
hasmane,UNFRIENDLY
ödenmemiş,UNFULFILLED
ödeneksiz,UNFUNDED
sigortasız,UNINSURED
istenmeyen,UNINTENDED
istemsiz,UNINTENTIONAL
istemsiz,UNINTENTIONALLY
haksız,UNJUST
haksız,UNJUSTIFIABLE
haksız,UNJUSTIFIABLY
haksız,UNJUSTIFIED
haksız,UNJUSTLY
habersiz,UNKNOWING
bilmeden,UNKNOWINGLY
yasadışı,UNLAWFUL
aykırı,UNLAWFULLY
lisanssız,UNLICENSED
,UNLIQUIDATED
pazarlanamaz,UNMARKETABLE
pazarlanamaz,UNMERCHANTABLE
mesnetsiz,UNMERITORIOUS
gereksiz,UNNECESSARILY
gereksiz,UNNECESSARY
gereksiz,UNNEEDED
sağlanamaz,UNOBTAINABLE
boş,UNOCCUPIED
ödenmeyen,UNPAID
getirilmemiş,UNPERFORMED
planlanmamış,UNPLANNED
sevilmeyen,UNPOPULAR
değişken,UNPREDICTABILITY
değişken,UNPREDICTABLE
değişken,UNPREDICTABLY
öngörülemeyen,UNPREDICTED
verimsiz,UNPRODUCTIVE
karsız,UNPROFITABILITY
karsız,UNPROFITABLE
yetkisiz,UNQUALIFIED
hayali,UNREALISTIC
mantıksız,UNREASONABLE
saçma,UNREASONABLENESS
mantıksız,UNREASONABLY
kavramayan,UNRECEPTIVE
gayrikabil,UNRECOVERABLE
gayrikabil,UNRECOVERED
ödenmemiş,UNREIMBURSED
güvenilmez,UNRELIABLE
düzeltilmemiş,UNREMEDIED
bildirilmemiş,UNREPORTED
çözülmeyen,UNRESOLVED
kargaşa,UNREST
güvensiz,UNSAFE
satılama,UNSALABLE
satılama,UNSALEABLE
yetersiz,UNSATISFACTORY
tatminsiz,UNSATISFIED
tatsız,UNSAVORY
planlanmamış,UNSCHEDULED
satılamaz,UNSELLABLE
satılmayan,UNSOLD
sakat,UNSOUND
istikrarsız,UNSTABILIZED
kararsız,UNSTABLE
temelsiz,UNSUBSTANTIATED
başarısız,UNSUCCESSFUL
başarısız,UNSUCCESSFULLY
uygunsuz,UNSUITABILITY
uygunsuz,UNSUITABLE
uygunsuz,UNSUITABLY
elverişsiz,UNSUITED
şüpehli,UNSURE
umulmadık,UNSUSPECTED
umulmadık,UNSUSPECTING
sürdürülemez,UNSUSTAINABLE
savunulmaz,UNTENABLE
zamansız,UNTIMELY
güvenilmeyen,UNTRUSTED
yalan,UNTRUTH
asılsız,UNTRUTHFUL
asılsız,UNTRUTHFULLY
asılsız,UNTRUTHFULNESS
asılsız,UNTRUTHS
kullanılamaz,UNUSABLE
istenmeyen,UNWANTED
yersiz,UNWARRANTED
yersiz,UNWELCOME
isteksiz,UNWILLING
isteksiz,UNWILLINGNESS
karıştır,UPSET
aciliyet,URGENCY
acil,URGENT
tefeci,USURIOUS
gasp,USURP
gasp,USURPED
gasp,USURPING
gasp,USURPS
tefeci,USURY
vandal,VANDALISM
hüküm,VERDICT
hüküm,VERDICTS
veto,VETOED
mağdur,VICTIMS
ihlal,VIOLATE
ihlal,VIOLATED
ihlal,VIOLATES
ihlal,VIOLATING
ihlal,VIOLATION
ihlal,VIOLATIONS
ihlal,VIOLATIVE
ihlal,VIOLATOR
ihlal,VIOLATORS
şiddet,VIOLENCE
cebir,VIOLENT
cebren,VIOLENTLY
kirlet,VITIATE
kirlet,VITIATED
kirlet,VITIATES
kirlet,VITIATING
kirlet,VITIATION
mülga,VOIDED
ilga,VOIDING
dalgalan,VOLATILE
dalgalan,VOLATILITY
zayıf,VULNERABILITIES
zayıf,VULNERABILITY
zayıf,VULNERABLE
savunmasız,VULNERABLY
uyarı,WARN
uyarı,WARNED
uyarı,WARNING
uyarı,WARNINGS
uyarı,WARNS
ziyan,WASTED
israf,WASTEFUL
müsrif,WASTING
zayıf,WEAK
zayıf,WEAKEN
zayıf,WEAKENED
zayıf,WEAKENING
zayıf,WEAKENS
zayıf,WEAKER
zayıf,WEAKEST
zayıf,WEAKLY
zayıf,WEAKNESS
zayıf,WEAKNESSES
kasten,WILLFULLY
endişe,WORRIES
endişe,WORRY
endişe,WORRYING
kötü,WORSE
kötü,WORSEN
kötü,WORSENED
kötü,WORSENING
kötü,WORSENS
kötü,WORST
kıymetsiz,WORTHLESS
amortisman,WRITEDOWN
amortisman,WRITEDOWNS
zarar,WRITEOFF
zarar,WRITEOFFS
yanlış,WRONG
yanlış,WRONGDOING
yanlış,WRONGDOINGS
yanlış,WRONGFUL
yanlış,WRONGFULLY
yanlış,WRONGLY
